Trailer_id,Title,ReleaseYear,Studio,OpeningTheaters,ViewCount,LikeCount,DislikeCount,LikeDislikeRatio,CommentCount,positiveWordsBL,negativeWordsBL,netSentimentBL,scoreAbsoluteAFINN,budget,OpeningWeekendGross,genre,mpaaRating,TotalGross
WcIXCok9HPg,Son of God,2014,Fox,"3,260",8425408,34283,3578,9.581609838,16714,14287,12559,1728,17278,22000000,"$25,601,865 ",Drama,PG-13,"$59,700,064 "
JQ-1Ts3BChM,My Big Fat Greek Wedding 2,2016,Uni.,"3,133",5031713,7615,383,19.88,894,499,235,264,1139,18000000,"$17,861,950 ",Comedy,PG-13,"$59,689,605 "
cYplvwBvGA4,The Dictator,2012,Par.,"3,008",19963644,48986,3229,15.17,11692,4441,6274,-1833,2284,65000000,"$17,435,092 ",Comedy,R,"$59,650,222 "
8BAhwgjMvnM,Pacific Rim Uprising,2018,Uni.,"3,708",14341925,109027,9397,11.6,17204,9766,10379,-613,1213,150000000,"$28,116,535 ",Sci-Fi,PG-13,"$59,587,110 "
F5JV3nVOLMA,The LEGO Ninjago Movie,2017,WB,"4,047",12790490,40586,3526,11.51,4953,1947,1490,457,2182,70000000,"$20,433,071 ",Animation,PG,"$59,281,555 "
ibAxkCJfvC4,Planes: Fire & Rescue,2014,BV,"3,826",2469332,2364,755,3.13,321,169,118,51,229,50000000,"$17,509,407 ",Animation,PG,"$59,165,787 "
kleG7XCqOb4,Vacation,2015,WB (NL),"3,411",4777783,9662,919,10.51,1046,472,602,-130,387,31000000,"$14,681,108 ",Comedy,R,"$58,884,188 "
GljhR5rk5eY,Total Recall (2012),2012,Sony,"3,601",6647178,11213,1580,7.1,4681,3020,2589,431,-687,125000000,"$25,577,758 ",Sci-Fi,PG-13,"$58,877,969 "
aRwrdbcAh2s,Jack Reacher: Never Go Back,2016,Par.,"3,780",10851630,38222,1148,33.29,3463,1634,1039,595,1826,60000000,"$22,872,490 ",Action,PG-13,"$58,697,076 "
UuVphAuRo7Q,RoboCop (2014),2014,Sony,"3,372",3790448,13039,1288,10.12,3242,2568,2537,31,-668,100000000,"$21,681,430 ",Sci-Fi,PG-13,"$58,607,007 "
QD6cy4PBQPI,The Secret Life of Walter Mitty,2013,Fox,"2,909",4795320,20727,597,34.72,4317,2826,1465,1361,4388,90000000,"$12,765,508 ",Comedy,PG,"$58,236,838 "
eyKOgnaf0BU,Baywatch,2017,Par.,"3,647",13893633,45214,6707,6.74,3896,1659,1771,-112,230,69000000,"$18,503,871 ",Comedy,R,"$58,060,186 "
4-BTxXm8KSg,Maze Runner: The Death Cure,2018,Fox,"3,787",17768143,98149,1960,50.08,10631,3893,3654,239,3141,62000000,"$24,167,011 ",Sci-Fi,PG-13,"$58,032,443 "
ZQ6klONCq4s,Titanic 3D,2012,Par.,"2,674",6587499,14990,1017,14.74,1808,872,766,106,744,18000000,"$17,285,453 ",Other,PG-13,"$57,884,114 "
uBw6EvIxIS8,Smallfoot,2018,WB,"4,131",5145288,15096,1162,12.99,1295,690,351,339,1174,80000000,"$23,045,635 ",Animation,PG,"$57,608,221 "
8ndhidEmUbI,Tomb Raider,2018,WB,"3,854",18997268,107732,23331,4.62,25230,16837,13858,2979,5889,94000000,"$23,633,317 ",Action,PG-13,"$57,421,715 "
CL0yUbSS5Eg,The Shack,2017,LG/S,"2,888",8380196,22138,1855,11.93,2933,2312,2204,108,2241,20000000,"$16,172,119 ",Drama,PG-13,"$57,386,418 "
CikoxQ4ytI4,The Perfect Guy,2015,SGem,"2,221",10786561,40387,1294,31.21,3432,1934,1353,581,2468,12000000,"$25,888,154 ",Thriller,PG-13,"$57,027,435 "
Q1NhAUsyslk,Escape From Planet Earth,2013,Wein.,"3,288",2074353,2443,368,6.64,528,245,234,11,256,40000000,"$15,891,055 ",Animation,PG,"$57,012,977 "
1akixU65dDY,American Reunion,2012,Uni.,"3,192",3824329,7531,250,30.12,2248,1248,877,371,1532,50000000,"$21,514,080 ",Comedy,R,"$57,011,521 "
uR-2TiQVY-k,Joy,2015,Fox,"2,896",8246186,18463,1422,12.98,1710,1165,461,704,2246,60000000,"$17,015,168 ",Comedy,PG-13,"$56,451,232 "
_2aWqecTTuE,Dracula Untold,2014,Uni.,"2,885",12708723,41095,2748,14.95,7180,4756,5012,-256,-14,70000000,"$23,514,615 ",Horror,PG-13,"$56,280,355 "
Eh993__rOxA,Me Before You,2016,WB (NL),"2,704",23888552,143477,2380,60.28,10249,6172,4339,1833,6840,20000000,"$18,723,269 ",Other,PG-13,"$56,245,075 "
e-BVs-KCSiA,Fantastic Four,2015,Fox,"3,995",17891843,71129,20825,3.42,18123,12284,9565,2719,16844,120000000,"$25,685,737 ",Action,PG-13,"$56,117,548 "
hgwSpajMw3s,ParaNorman,2012,Focus,"3,429",3243775,7060,488,14.47,1050,709,440,269,1078,60000000,"$14,087,050 ",Animation,PG,"$56,003,051 "
gxslnpqFwOs,Free Birds,2013,Rela.,"3,736",2238116,5487,449,12.22,744,370,304,66,673,55000000,"$15,805,237 ",Animation,PG,"$55,750,480 "
9246msCh7x4,Hansel and Gretel: Witch Hunters,2013,Par.,"3,372",9408103,25002,1588,15.74,6108,4615,3828,787,2607,50000000,"$19,690,956 ",Comedy,R,"$55,703,475 "
wiPD9X43knU,Happy Death Day,2017,Uni.,"3,149",9100085,71035,2635,26.96,8784,2587,4627,-2040,-485,4800000,"$26,039,025 ",Horror,PG-13,"$55,683,845 "
GZ0Bey4YUGI,The BFG,2016,BV,"3,357",8959800,29971,2179,13.75,6552,2822,3089,-267,-171,140000000,"$18,775,350 ",Adventure,PG,"$55,483,770 "
h1pA4Oio6T8,Neighbors 2: Sorority Rising,2016,Uni.,"3,384",9912168,45786,1408,32.52,1951,647,520,127,917,35000000,"$21,760,405 ",Comedy,R,"$55,455,765 "
EgdxIlSuB70,The Shallows,2016,Sony,"2,962",21361175,70959,7924,8.95,11064,5731,7644,-1913,3849,17000000,"$16,800,868 ",Horror,PG-13,"$55,124,043 "
z4PHjxRiT2I,Office Christmas Party,2016,Par.,"3,210",3245967,10489,594,17.66,806,392,312,80,571,45000000,"$16,890,204 ",Comedy,R,"$54,767,494 "
oleuD8479uM,This Means War,2012,Fox,"3,189",2700229,6226,267,23.32,824,650,361,289,891,65000000,"$17,405,930 ",Action,PG-13,"$54,760,791 "
c2fsYheE1yY,Project X,2012,WB,"3,055",2920931,8421,620,13.58,442,155,108,47,272,12000000,"$21,051,363 ",Comedy,R,"$54,731,865 "
gfJVoF5ko1Y,Assassin's Creed,2016,Fox,"2,970",22178699,221079,20610,10.73,40580,19462,16503,2959,11461,125000000,"$10,278,225 ",Action,PG-13,"$54,647,948 "
kjC1zmZo30U,Tag,2018,WB (NL),"3,382",10880262,58821,2514,23.4,5215,2000,1708,292,2001,28000000,"$14,947,396 ",Comedy,R,"$54,547,470 "
utriEZFno0E,Horrible Bosses 2,2014,WB,"3,375",4972453,7099,411,17.27,577,372,444,-72,371,42000000,"$15,457,418 ",Comedy,R,"$54,445,357 "
dPYMUnJGURI,The Woman in Black,2012,CBS,"2,855",2520864,4608,197,23.39086294,1865,935,1111,-176,196,15000000,"$20,874,072 ",Horror,PG-13,"$54,333,290 "
MWo67uhzoQg,The Hundred-Foot Journey,2014,BV,"2,023",670622,3856,92,41.91,137,116,50,66,240,22000000,"$10,979,290 ",Drama,PG,"$54,240,821 "
FKFDkpHCQz4,Evil Dead (2013),2013,TriS,"3,025",9279453,12843,1652,7.774213075,4714,3321,4912,-1591,-3449,17000000,"$25,775,847 ",Horror,R,"$54,239,856 "
uKcq4iNkT74,Barbershop: The Next Cut,2016,WB (NL),"2,661",3394154,26913,1169,23.02,1306,460,446,14,197,20000000,"$20,242,415 ",Comedy,PG-13,"$54,030,051 "
g7Xn2JqH5ng,Paranormal Activity 4,2012,Par.,"3,412",9668728,15241,2445,6.23,4573,1909,3334,-1425,-2582,5000000,"$29,003,866 ",Horror,R,"$53,900,335 "
MxCRgtdAuBo,Focus (2015),2015,WB,"3,323",24778799,50930,3315,15.36,5942,2783,3000,-217,633,50100000,"$18,685,137 ",Comedy,R,"$53,862,963 "
ZfB8QwYBPxY,Red 2,2013,LG/S,"3,016",3477929,6926,372,18.62,951,479,299,180,548,84000000,"$18,048,422 ",Comedy,PG-13,"$53,262,560 "
MVpcszlYT7s,The Devil Inside,2012,Par.,"2,285",4462064,2730,286,9.55,1001,461,879,-418,-774,1000000,"$33,732,515 ",Horror,R,"$53,261,944 "
T1B1CxmAXLk,Life of the Party_,2018,WB (NL),"3,656",5866326,15893,2520,6.31,1294,720,846,-126,765,30000000,"$17,886,075 ",Comedy,PG-13,"$52,856,061 "
5MBjAN7jqsQ,13 Hours: The Secret Soldiers of Benghazi,2016,Par.,"2,389",5972703,13140,1083,12.13,3705,2082,3047,-965,-2211,50000000,"$16,194,738 ",Drama,R,"$52,853,219 "
G5VeowxERwM,No Good Deed (2014),2014,SGem,"2,175",3292625,6274,389,16.13,760,554,580,-26,266,13200000,"$24,250,283 ",Thriller,PG-13,"$52,543,632 "
2zFenzWARtc,Tyler Perry's A Madea Christmas,2013,LGF,"2,194",2749615,12455,878,14.19,900,556,617,-61,466,25000000,"$16,007,634 ",Comedy,PG-13,"$52,543,354 "
Mh2ebPxhoLs,Southpaw,2015,Wein.,"2,772",20532588,66137,2306,28.68,5082,3082,1951,1131,3995,30000000,"$16,701,294 ",Drama,R,"$52,421,953 "
3HxEXnVSr1w,Insidious Chapter 3,2015,Focus,"3,002",12743016,35112,1877,18.71,2976,1342,1938,-596,391,10000000,"$22,692,741 ",Horror,PG-13,"$52,218,558 "
rAqMlh0b2HU,A Simple Favor,2018,LGF,"3,102",10881689,48379,1222,39.59,2899,1735,1182,553,2201,20000000,"$16,011,689 ",Thriller,R,"$52,037,508 "
SDfTwu2CgDY,Tyler Perry's Temptation: Confessions of a Marriage Counselor,2013,LGF,"2,047",17673387,47373,5548,8.54,6950,4754,4666,88,1420,37000000,"$21,641,679 ",Drama,PG-13,"$51,975,354 "
N2I85cPlhk0,The Call,2013,TriS,"2,507",1744678,7587,228,33.28,645,403,287,116,474,13000000,"$17,118,745 ",Thriller,R,"$51,872,378 "
QhaPxj1EIhg,The Odd Life of Timothy Green,2012,BV,"2,598",2682764,30191,472,63.96,983,368,264,104,503,25000000,"$10,822,903 ",Fantasy,PG,"$51,854,875 "
12me4CYA5xA,Ghost Rider: Spirit of Vengeance,2012,Sony,"3,174",6371046,9580,940,10.19,1341,802,818,-16,-261,57000000,"$22,115,334 ",Horror,PG-13,"$51,774,002 "
nI7HVnZlleo,Atomic Blonde,2017,Focus,"3,304",5222918,31278,3519,8.89,5492,3146,2937,209,-535,30000000,"$18,286,420 ",Thriller,R,"$51,687,870 "
Hfb0-U0ydj8,The Grey,2012,ORF,"3,185",4231296,5629,416,13.53,2788,2218,2657,-439,-857,25000000,"$19,665,101 ",Drama,R,"$51,580,236 "
AEBIJRAkujM,American Made,2017,Uni.,"3,024",12188634,23220,1868,12.43,2208,1406,1052,354,1058,50000000,"$16,776,390 ",Drama,R,"$51,342,000 "
DQiGyBiNjLI,Muppets Most Wanted,2014,BV,"3,194",3644296,7602,673,11.29569094,948,542,360,182,978,50000000,"$17,005,126 ",Other,PG,"$51,183,113 "
_T1Jj1inE8M,Ouija,2014,Uni.,"2,858",16096264,45604,3153,14.46,6095,2045,3353,-1308,-1456,5000000,"$19,875,995 ",Horror,PG-13,"$50,856,010 "
Q2dFVnp5K0o,The Boxtrolls,2014,Focus,"3,464",3083749,5220,467,11.18,545,516,262,254,967,60000000,"$17,275,239 ",Animation,PG,"$50,837,305 "
GjwfqXTebIY,The Dark Tower,2017,Sony,"3,451",26204236,124337,16272,7.64,19551,13149,11715,1434,10619,60000000,"$19,153,698 ",Fantasy,PG-13,"$50,701,325 "
WaG1KZqrLvM,The Predator (2018),2018,Fox,"4,037",10600168,92410,7487,12.34272739,14004,6881,5676,1205,7076,88000000,"$24,632,284 ",Sci-Fi,R,"$50,699,921 "
K9KAnx4EvaE,Jack Ryan: Shadow Recruit,2014,Par.,"3,387",4364059,6377,444,14.36,1035,718,718,0,239,60000000,"$15,451,981 ",Action,PG-13,"$50,577,412 "
rMp896hfp74,If I Stay,2014,WB (NL),"2,907",13778318,68507,1346,50.9,4221,2717,1793,924,3433,11000000,"$15,679,190 ",Drama,PG-13,"$50,474,843 "
OLAJ0ooorDU,Overboard (2018),2018,PNT,"1,623",4602474,14599,2533,5.76,2119,1314,1021,293,1039,12000000,"$14,711,101 ",Comedy,PG-13,"$50,316,123 "
NBw5YScs8iQ,The Book of Life (2014),2014,Fox,"3,071",8822329,27868,1484,18.77897574,2986,2047,1136,911,2926,50000000,"$17,005,218 ",Animation,PG,"$50,151,543 "
sIMChzE_aCo,Sicario: Day of the Soldado,2018,Sony,"3,055",13652383,33914,1755,19.32,4652,2080,1781,299,1662,35000000,"$19,007,566 ",Action,R,"$50,072,235 "
BpA6TC0T_Lw,Red Tails,2012,Fox,"2,512",9624677,26418,2092,12.63,12039,10531,12214,-1683,-7095,58000000,"$18,782,154 ",Action,PG-13,"$49,876,377 "
SEQ8jyvmYtw,Pain and Gain,2013,Par.,"3,277",20351839,47499,2708,17.54,6965,3708,3400,308,2680,26000000,"$20,244,505 ",Action,R,"$49,875,291 "
fFOp7ffWh2k,The Possession,2012,LGF,"2,816",2809927,209,15,13.93,57,33,39,-6,33,14000000,"$17,732,480 ",Horror,PG-13,"$49,130,154 "
1LpPWWwQ3jw,Diary of a Wimpy Kid: Dog Days,2012,Fox,"3,391",2734894,6018,367,16.39782016,2666,971,767,204,1439,22000000,"$14,623,599 ",Comedy,PG,"$49,008,662 "
cVx9EFK3DWE,I Feel Pretty,2018,STX,"3,440",10795663,28418,13388,2.12,5202,3487,3728,-241,3627,32000000,"$16,030,218 ",Comedy,PG-13,"$48,795,601 "
nNZFE3z0T7E,About Last Night (2014),2014,SGem,"2,253",7854377,22383,806,27.77,776,435,335,100,866,12500000,"$25,649,011 ",Comedy,R,"$48,637,684 "
eAvCgVR0gIM,The Huntsman: Winter's War,2016,Uni.,"3,791",7772613,31112,1047,29.72,4014,1756,1469,287,1547,115000000,"$19,445,035 ",Action,PG-13,"$48,390,190 "
pFc6I0rgmgY,BlacKkKlansman,2018,Focus,"1,512",16611748,53427,6418,8.32,12525,5620,7909,-2289,-5310,15000000,"$10,845,330 ",Drama,R,"$48,271,960 "
_kbQAJR9YWQ,Sinister,2012,LG/S,"2,527",3026085,8235,447,18.42,841,352,565,-213,-152,3000000,"$18,007,634 ",Horror,R,"$48,086,903 "
p4-6qJzeb3A,Kubo and the Two Strings,2016,Focus,"3,260",6681664,30877,1572,19.64,3508,2167,1106,1061,2868,60000000,"$12,608,372 ",Animation,PG,"$48,023,088 "
57Vkp77tVTM,Into The Storm,2014,WB (NL),"3,434",5244091,11765,718,16.39,3014,1613,1433,180,1120,50000000,"$17,346,427 ",Thriller,PG-13,"$47,602,194 "
HD2sz9RVzfM,Poltergeist (2015),2015,Fox,"3,240",4932559,16953,1268,13.37,2472,1488,1826,-338,-121,35000000,"$22,620,386 ",Horror,PG-13,"$47,425,125 "
t4ZzMkDLjWI,Jupiter Ascending,2015,WB,"3,181",6019817,11968,955,12.53,2349,1408,1201,207,1151,176000000,"$18,372,372 ",Sci-Fi,PG-13,"$47,387,723 "
NIPpdEjORas,Savages (2012),2012,Uni.,"2,628",5221118,4668,997,4.68,1805,994,1003,-9,-288,45000000,"$16,016,910 ",Thriller,R,"$47,382,068 "
2Rxoz13Bthc,Warcraft,2016,Uni.,"3,400",25081850,129376,6600,19.6,25667,14359,11431,2928,11662,160000000,"$24,166,110 ",Fantasy,PG-13,"$47,365,290 "
EwRAqEBITuc,Tyler Perry's Boo 2! A Madea Halloween,2017,LGF,"2,388",2782579,24370,912,26.72,2104,470,637,-167,290,25000000,"$21,226,953 ",Comedy,PG-13,"$47,319,572 "
ZBvK6ni97W8,The Judge,2014,WB,"3,003",5943261,21747,637,34.14,1096,884,482,402,1503,50000000,"$13,116,226 ",Drama,R,"$47,119,388 "
tL2iILHUsG0,Jersey Boys,2014,WB,"2,905",1656172,4729,145,32.61,534,449,128,321,940,40000000,"$13,319,371 ",Other,R,"$47,047,013 "
oBr0vK8tR5w,Red Sparrow,2018,Fox,"3,056",35779236,35235,8665,4.07,1597,510,311,199,468,69000000,"$16,853,422 ",Thriller,R,"$46,874,505 "
RrDI4-BSovs,How to Be Single,2016,WB (NL),"3,343",8377443,30064,1818,16.54,1613,908,816,92,1090,38000000,"$17,878,911 ",Comedy,R,"$46,843,513 "
l2IRWwyOjrU,Breaking In (2018),2018,Uni.,"2,537",2777796,22461,812,27.66,1991,990,1083,-93,-52,6000000,"$17,630,285 ",Thriller,PG-13,"$46,535,850 "
8MuWt2X59fo,Blended,2014,WB,"3,555",10508071,30076,2344,12.83,2204,1684,1233,451,2563,40000000,"$14,284,031 ",Comedy,PG-13,"$46,294,610 "
33MtR-g4Jcg,Mike and Dave Need Wedding Dates,2016,Fox,"2,982",7780323,18347,1355,13.54,1219,578,455,123,1159,33000000,"$16,628,170 ",Comedy,R,"$46,009,673 "
bRVvEHk7xOs,Gangster Squad,2013,WB,"3,103",2455254,6836,213,32.09389671,1985,1401,1006,395,1267,60000000,"$17,070,347 ",Action,R,"$46,000,903 "
QcyeYFXdHNQ,Snatched,2017,Fox,"3,501",4756693,4705,8300,0.57,1089,526,717,-191,573,42000000,"$19,542,248 ",Comedy,R,"$45,852,178 "
avF6GHyyk5c,The Great Wall,2017,Uni.,"3,326",9058307,20443,4737,4.32,7303,3888,3060,828,1359,150000000,"$18,469,620 ",Action,PG-13,"$45,540,830 "
M4L6ruTF5qE,Here Comes the Boom,2012,Sony,"3,014",4764674,9080,471,19.28,2185,1467,898,569,2711,42000000,"$11,816,596 ",Comedy,PG,"$45,290,318 "
xvp6FnYWRZU,The Giver,2014,Wein.,"3,003",7375774,26580,1001,26.55,5072,3612,2291,1321,4368,25000000,"$12,305,016 ",Fantasy,PG-13,"$45,090,374 "
vu1qZCG6Yo8,Smurfs: The Lost Village,2017,Sony,"3,610",3826152,13064,1187,11.01,1640,690,505,185,753,60000000,"$13,210,449 ",Animation,PG,"$45,020,282 "
hcdTN5soeQw,Going in Style (2017),2017,WB (NL),"3,061",5308839,19555,729,26.82,928,490,365,125,714,25000000,"$11,932,330 ",Comedy,PG-13,"$45,018,541 "
CZkUlNwiEBY,Den of Thieves,2018,STX,"2,432",6949962,5284,569,9.29,461,252,181,71,210,30000000,"$15,206,108 ",Action,R,"$44,947,622 "
6VC0aSPfyQk,All Eyez on Me,2017,LG/S,"2,471",3519690,19611,973,20.16,3915,1938,1978,-40,-24,40000000,"$26,435,354 ",Drama,R,"$44,922,302 "
MQEFmHsseaU,xXx: The Return of Xander Cage,2017,Par.,"3,651",16191677,43367,4048,10.71,5455,1857,1639,218,546,85000000,"$20,130,142 ",Action,PG-13,"$44,898,413 "
nGoe7BdGdlg,Red Dawn (2012),2012,FD,"2,724",6058238,16727,2689,6.22,10962,7943,9952,-2009,-7628,65000000,"$14,276,668 ",Action,PG-13,"$44,806,783 "
cdnoqCViqUo,The Internship,2013,Fox,"3,366",5293466,11787,635,18.56,2349,1337,923,414,1786,58000000,"$17,325,307 ",Comedy,PG-13,"$44,672,764 "
74eJaVQFybI,"McFarland, USA",2015,BV,"2,755",3340576,9475,397,23.87,1399,984,650,334,1071,30000000,"$11,020,798 ",Drama,PG,"$44,482,410 "
Z4IoUo_ZJkY,The Three Stooges,2012,Fox,"3,477",4994531,10245,4413,2.32,4756,3716,4393,-677,3208,30000000,"$17,010,125 ",Comedy,PG,"$44,338,224 "
ddYSGGJAKOk,47 Meters Down,2017,ENTMP,"2,270",6543474,18324,1995,9.18,3189,1436,2326,-890,-771,5500000,"$11,205,561 ",Horror,PG-13,"$44,307,192 "
V6wWKNij_1M,Hereditary,2018,A24,"2,964",13977096,55436,3192,17.37,7260,4358,5769,-1411,437,10000000,"$13,575,172 ",Horror,R,"$44,069,456 "
I3IiZU9JBuE,The Gift (2015),2015,STX,"2,503",7907147,13686,737,18.57,2235,1277,1253,24,905,5000000,"$11,854,273 ",Thriller,R,"$43,787,265 "
u3wtVI-aJuw,Need for Speed,2014,BV,"3,115",2365166,10844,670,16.19,2320,1038,1371,-333,-1782,66000000,"$17,844,939 ",Action,PG-13,"$43,577,636 "
bD7bpG-zDJQ,Star Wars: Episode I - The Phantom Menace (in 3D),2012,Fox,"2,655",3493374,12671,977,12.97,2745,1664,1454,210,1250,18000000,"$22,469,932 ",Sci-Fi,PG,"$43,456,382 "
UtbiOl506ms,Sherlock Gnomes,2018,Par.,"3,662",1808945,12353,1887,6.55,1857,548,615,-67,47,59000000,"$10,604,774 ",Animation,PG,"$43,242,871 "
CXxqG4aqwY4,A Million Ways to Die in the West,2014,Uni.,"3,158",5730238,23255,1077,21.59,2376,1620,1443,177,3027,40000000,"$16,797,385 ",Comedy,R,"$43,139,300 "
kOBdxkhJvHQ,The Night Before,2015,Sony,"2,960",14525044,3935,548,7.18,509,172,259,-87,102,25000000,"$9,880,536 ",Comedy,R,"$43,047,372 "
2AUmvWm5ZDQ,John Wick,2014,LG/S,"2,589",10161825,20929,848,24.68,2979,1847,2063,-216,-659,20000000,"$14,415,922 ",Action,R,"$43,037,835 "
KWs5qnZnhfo,War Dogs,2016,WB,"3,258",5722157,3013,350,8.61,222,78,74,4,14,50000000,"$14,685,305 ",Comedy,R,"$43,034,523 "
rieI5g9fgRc,Snitch,2013,LG/S,"2,511",7389888,10836,550,19.7,2054,981,1008,-27,5,35000000,"$13,167,607 ",Action,PG-13,"$42,930,462 "
h6cVyoMH4QE,Krampus,2015,Uni.,"2,902",16859571,52025,4185,12.43,10828,4418,5521,-1103,579,15000000,"$16,293,325 ",Comedy,PG-13,"$42,725,475 "
6EPPMCwD5bw,Max (2015),2015,WB,"2,855",7968260,34244,1718,19.93,2696,1299,1465,-166,15,20000000,"$12,155,254 ",Other,PG,"$42,656,255 "
clbSd2JzAqc,The Age of Adaline,2015,LGF,"2,991",16274107,72954,1500,48.64,3870,2308,1220,1088,3533,25000000,"$13,203,458 ",Drama,PG-13,"$42,629,776 "
9H2SSvQ8ihA,Uncle Drew,2018,LG/S,"2,742",11714324,34335,1618,21.22,1769,661,629,32,605,18000000,"$15,242,781 ",Comedy,PG-13,"$42,469,946 "
ZRmWLqrJkz4,Resident Evil: Retribution,2012,SGem,"3,012",13974482,29838,2420,12.33,10107,4899,7401,-2502,-7284,65000000,"$21,052,227 ",Horror,R,"$42,345,531 "
NsIilFNNmkY,The Cabin in the Woods,2012,LGF,"2,811",7450960,9749,731,13.34,2507,1838,2267,-429,13,30000000,"$14,743,614 ",Comedy,R,"$42,073,277 "
zH3O-CeZckE,Riddick,2013,Uni.,"3,107",8308320,17526,1232,14.22564935,4219,2524,2046,478,886,38000000,"$19,030,375 ",Sci-Fi,R,"$42,025,135 "
gMDymk_gx3A,Dolphin Tale 2,2014,WB,"3,656",2001204,3756,235,15.98297872,609,413,289,124,509,36000000,"$15,873,397 ",Other,PG,"$42,024,533 "
Cgnk3MLw9TM,Truth or Dare,2018,Uni.,"3,029",11136070,69818,6043,11.55,8522,3419,3916,-497,987,3500000,"$18,667,855 ",Thriller,PG-13,"$41,254,705 "
NNrK7xVG3PM,Valerian and the City of a Thousand Planets,2017,STX,"3,553",8338414,49300,3151,15.65,6804,3595,2186,1409,4413,177200000,"$17,007,624 ",Sci-Fi,PG-13,"$41,189,488 "
EpnMkGGd_rQ,What to Expect When You're Expecting,2012,LGF,"3,021",3448151,5188,241,21.53,409,209,150,59,277,40000000,"$10,547,068 ",Comedy,PG-13,"$41,152,203 "
SPHfeNgogVs,Finding Nemo (3D),2012,BV,"2,904",8710120,6022,2081,2.89,1190,518,267,251,975,18000000,"$16,687,773 ",Animation,G,"$41,128,283 "
va-0o_xBVnU,Money Monster,2016,TriS,"3,104",2317922,8245,438,18.82,854,549,481,68,388,27000000,"$14,788,157 ",Drama,R,"$41,012,075 "
THBZ6Bx9DgI,End of Watch,2012,ORF,"2,730",3212712,1083,76,14.25,373,300,398,-98,-325,7000000,"$13,152,683 ",Drama,R,"$41,003,371 "
9NjvYZtwk00,The Star,2017,Sony,"2,837",2626006,3217,1037,3.1,1,1,1,1,1,20000000,"$9,812,674 ",Animation,PG,"$40,852,824 "
E0cbWdlQg_8,"Love, Simon",2018,Fox,"2,402",27454303,132983,7495,17.74,11107,5031,2695,2336,9421,17000000,"$11,756,244 ",Comedy,PG-13,"$40,826,341 "
G4VmJcZR0Yg,Ghost in the Shell (2017),2017,Par.,"3,440",31120501,167815,21452,7.82,28774,17176,12607,4569,13464,110000000,"$18,676,033 ",Sci-Fi,PG-13,"$40,563,557 "
52x5HJ9H8DM,Paddington 2,2018,WB,"3,702",4534797,10380,934,11.11,723,505,184,321,1041,40000000,"$11,001,961 ",Other,PG,"$40,442,052 "
Jlp94-C31cY,Allied,2016,Par.,"3,160",5825742,19355,745,25.98,1843,946,815,131,729,85000000,"$12,701,743 ",Thriller,R,"$40,098,064 "
J50vA5VLR6k,A Haunted House,2013,ORF,"2,160",14105751,52846,2744,19.26,7793,3209,4714,-1505,5416,2500000,"$18,101,682 ",Comedy,R,"$40,041,683 "
4xD0junWlFc,The Expendables 3,2014,LGF,"3,221",16610230,37395,1624,23.03,4257,2524,1924,600,2438,100000000,"$15,879,645 ",Action,PG-13,"$39,322,544 "
6rbPTQIdjmY,King Arthur: Legend of the Sword,2017,WB,"3,702",12244202,51754,3688,14.03,6899,3126,2890,236,738,175000000,"$15,371,270 ",Adventure,PG-13,"$39,175,066 "
YJgIv_hrjdg,Earth to Echo,2014,Rela.,"3,230",2740316,8384,817,10.26,1835,1326,654,672,2109,13000000,"$8,364,658 ",Adventure,PG,"$38,934,842 "
AX1BTiHzq-I,Nerve,2016,LGF,"2,538",32345927,167928,8971,18.72,12516,5270,3437,1833,6717,19000000,"$9,445,456 ",Thriller,PG-13,"$38,583,626 "
eJTct8eHKYE,Sex Tape,2014,Sony,"3,062",8937011,22258,7053,3.16,2447,1094,1608,-514,53,40000000,"$14,608,152 ",Comedy,R,"$38,543,473 "
USxhXb5VC5E,Rock of Ages,2012,WB (NL),"3,470",4150167,7156,1079,6.63,2825,2528,1852,676,2205,75000000,"$14,437,269 ",Other,PG-13,"$38,518,613 "
j8cKdDkkIYY,47 Ronin,2013,Uni.,"2,689",17217217,43625,2029,21.5,9985,6285,4711,1574,3914,175000000,"$9,910,310 ",Drama,PG-13,"$38,362,475 "
X744nrej8_4,Jigsaw,2017,LGF,"2,941",5279045,32373,1707,18.96,3778,1249,1744,-495,-270,10000000,"$16,640,452 ",Horror,R,"$38,052,832 "
6Eo766iZZ0c,Abraham Lincoln: Vampire Hunter,2012,Fox,"3,108",4745926,8132,905,8.99,3628,2014,2110,-96,215,69000000,"$16,306,974 ",Horror,R,"$37,519,139 "
FUS_Q7FsfqU,The Longest Ride,2015,Fox,"3,366",14975982,43146,1326,32.54,1973,1471,457,1014,2988,34000000,"$13,019,686 ",Other,PG-13,"$37,446,117 "
4Zl7S1LaPMU,Lawless,2012,Wein.,"2,888",3962046,5008,275,18.21,1334,1259,768,491,1512,26000000,"$10,001,982 ",Drama,R,"$37,400,127 "
UAwiiGUCeLE,The Guilt Trip,2012,Par.,"2,431",1235495,171,21,8.14,25,13,11,2,24,40000000,"$5,290,629 ",Comedy,PG-13,"$37,134,215 "
M7438ZmXWi4,That's My Boy,2012,Sony,"3,030",7221348,22444,1635,13.73,542,245,291,-46,179,70000000,"$13,453,714 ",Comedy,R,"$36,931,089 "
